Gene	control.Rep1	control.Rep2	control.Rep3	control.Rep4	heat.Rep1	heat.Rep2	heat.Rep3	heat.Rep4	drought.Rep1	drought.Rep2	drought.Rep3	drought.Rep4
AT4G29120	0.26088715	0.29956436	0.4233427	0.39674377	-0.5014591	-0.36157227	-0.3462324	0	0.47331238	0.1574812	0.39251423	0.47295094
AT3G26030	0.2050333	0.365489	0.28315067	0.23581982	-0.14770699	0.07730389	-0.13154793	-0.05626774	0.15463924	0.2777567	0.3340206	0.17611122
AT3G25719	-0.31537533	0.5989814	-0.16291142	0.80737495	-1.0500507	-0.083174706	-0.6545143	0.6888261	0.5288038	0.09480572	1.0294323	-0.08591843
AT3G04050	0.110850334	1.0323067	-0.18933868	1.2491093	0	-1.314908	-0.25491905	0.3680849	-0.2614298	-0.3754797	0.52639675	0.3903265
AT4G15460	1.5100331	3.3035216	-0.55677223	-0.34661198	-0.33778572	-0.91601276	-0.2976265	0.39086962	-0.6189146	0.10125303	0.8413148	0.2482729
AT5G44495	0.14490032	1.2090769	-0.025689125	1.307785	1.6890068	-1.2610302	-0.19686413	0.31394768	-0.17808437	2.1815567	0.4742794	0.93523693
AT3G10270	0.46450806	0.66563225	0.5998659	0.44874954	-0.017007828	-0.03534603	-0.12146473	-0.14019394	0.19842815	0.2465353	0.2795744	0.19043636
AT1G57730	0.7498021	0.5630913	0.35884476	0	-0.049765587	0.26399326	0.2971959	-0.43727255	0.27216148	0.7746539	-0.19461584	0.34185505
AT5G22070	0.47795105	0.5546961	0.4488411	0.45824432	-0.016037941	-0.030163765	-0.06621742	-0.35304546	-0.57938576	0.15856457	-0.41440105	-0.18636227
AT2G02180	0.31428814	0.31144524	0.35472775	0.44422626	-0.43766403	-0.34564114	-0.18847752	0	0.10356617	0.13374805	0.34604263	0.52621555
AT5G40960	0.4554186	0.2955923	0.45874214	0.5811806	-0.38764668	-0.4644208	-0.15998173	0.43822575	-0.008440971	0.18764687	0.72673225	0.8857069
AT1G68330	0	0.025399208	0.23266792	-0.08570862	0.073055744	-0.2104702	-0.1536665	0.26727867	0.7729149	1.2146211	1.0261998	1.0426164
AT3G23770	0.22728634	1.1511698	-0.07311916	1.3499022	-0.50957584	-1.180337	-0.12334347	0.80685663	2.1580148	1.3144379	1.4656348	0.47505665
AT3G11020	0.77284527	0.86646175	0.66724396	0.5642481	0.21039581	0.14436913	0.095594406	-0.2952652	-0.1069603	0.04120159	-0.22433186	-0.032801628
AT1G51320	0.3594494	1.2992105	0.032766342	1.3986282	-0.4471779	-0.85579586	-0.041306496	0.6277056	0.01274395	-0.14158344	0.5284624	0.5814953
AT3G18390	0.2947626	0.5752554	0.65097713	0.3757391	0.023580551	-0.024238586	0.11787701	0.060333252	0.092326164	-0.024272919	0.28349686	0.10085964
AT4G03165	0.3989315	1.3152494	0.07588196	1.4805622	-0.3640957	-1.1397562	-0.073628426	0.4125595	-0.02486229	-0.25896835	0.6327429	0.4896841
AT1G67540	0.1087389	1.1057968	-0.17862034	1.2612085	-0.38965893	-1.4427538	-0.13415909	0.17487907	-0.23621368	-0.5492239	0.99244595	1.1128435
AT1G26870	-0.30946684	0.55488634	-0.6379342	0.79580116	2.5405746	-0.98305273	-0.6688514	0.65049267	-0.20821428	-0.7917876	0.0457983	0.5523753
AT5G03050	0.61125183	0.5026722	0.52684975	0.42524624	-0.081315994	0	-0.11106491	-0.08195591	0.7268982	0.48056507	0.56907177	0.6848049
AT5G54200	0	0.17632389	0.5610695	0.37847328	-0.17078114	-0.19734192	-0.1449604	-0.051903725	0.020199776	-0.06644535	0.28606987	0.2329483
AT2G34790	0.059313774	0.34845066	0.5352497	0.32039928	-0.26521587	-0.667099	-0.18469143	0	0.6701956	0.43843365	0.7415495	0.27237797
AT4G15396	0.27888966	1.1684961	-0.013623238	1.4684954	-0.41048527	-1.1472263	-0.027043343	1.1344099	-0.011851311	-0.17348862	0.70872307	0.41255283
AT5G37170	0.6283188	3.6739154	-0.06833744	0.22379827	-0.635561	0.14400482	-0.3811121	1.2030191	-0.27554703	1.1260519	-0.61577797	0.14083719
AT5G20470	0.28979874	1.1940575	-0.06040287	1.4941311	-0.1779089	-0.9429865	-0.14288044	0.33430386	-0.08280659	-0.22769451	0.6154165	0.37010288
AT4G03298	0.37099552	1.3481979	0.053035736	1.4492455	-0.38854694	-1.1562424	-0.08272743	0.3786564	-0.049710274	0.052209854	0.59789085	0.46840477
AT4G10610	0.5327282	0.63507366	0.4563713	0.29399014	-0.2501049	-0.210989	-0.33596134	-0.5445261	0.045801163	0.53503895	0.06861782	0.15379906
AT2G07020	0.11198902	1.0369611	0.001773834	1.3347101	-0.68972015	-1.4554777	0.55810356	0.20046711	-0.22319031	-0.49442768	0.42586136	0.15193081
AT1G49435	0.29744148	1.1550188	-0.041072845	1.3828249	4.913232	-1.1537952	-0.07173824	1.2978888	-0.08565712	-0.19841766	0.64002705	0.4033928
AT1G49120	0.38488483	1.2823267	0.044813156	1.4866209	-0.42180252	-1.1803102	-0.1297903	0.40325737	-0.039870262	-0.3008499	0.6011019	0.408741
AT5G55520	-0.12698269	0.38720608	0.38225555	0.35720968	0.13303852	-0.12288046	0.22085667	0.3123932	-0.19952154	0	0.14733362	-0.057471752
AT1G10747	0.1856575	1.1889029	-0.15662193	1.299303	0	-1.3142052	-0.22953701	0.16313839	-0.2203579	-0.34924507	0.48847866	0.44453144
AT2G33170	-0.001420975	0	0.24273682	0.29692554	-0.7017727	-0.5634632	-0.2671299	-0.005848885	0.20615673	0.09134102	0.3959732	0.32127953
AT1G77530	0	0.9414339	-0.28273296	1.1375947	-0.11587715	0.6333456	1.2507162	1.0902367	0.6687002	-0.6127863	0.3388834	0.16401672
AT5G36970	0.13722897	1.028625	-0.23441601	1.1791291	-0.4152155	0.29411125	0.20052147	0.5701275	0	-0.3385687	0.34122944	0.22492123
AT3G24503	0.37894535	0.44623184	0.48089123	0.505682	-0.24179173	-0.19831085	-0.05531025	-0.082172394	0.39845085	0.36736012	0.5494604	0.3175192
AT5G07820	0.23383713	0	0.23088741	0.20924282	-0.5801954	-0.6742401	-0.08404541	0.02984047	0.7109909	0.026971817	0.48778057	0.29345417
AT1G30790	0	0.98750305	0.55641747	1.2869921	-0.7306509	-1.4682894	-0.42399216	0.103910446	1.1309824	0.83790207	1.3144808	1.6099625
AT2G30380	0.3468361	1.2380109	0	1.4564371	-0.31271935	-0.42854023	-0.15722275	0.36475277	-0.07953167	2.3263898	2.5714111	0.36353683
AT5G15650	0.35793304	0.5200949	0.46662235	0.45729923	-0.30023766	-0.25718784	-0.32727718	-0.044825554	0.5094147	0.4330988	0.35376263	0.56184673
AT1G70270	-0.35171652	0.16613817	0.29372168	-0.43154478	1.8583889	0.7049465	1.0084672	1.4221487	-0.562027	-0.82680607	-0.31418562	0.57480955
AT5G55240	0.31272316	1.2326908	0	1.418006	8.204576	-0.4307928	-0.09338188	0.37410355	-0.08518219	-0.2522354	0.6173477	0.50120544
AT5G26717	0.07870245	-0.25809526	2.2165613	-0.00832653	0.17047119	0.29243374	-0.060453415	-0.12185097	-0.10154486	0.7556257	0.36783695	0.7033062
AT1G26350	-0.41744614	0.5240412	-0.6898012	0.7309327	-1.0930109	0.63815117	-0.62789536	0	0.070581436	-0.9221964	0.9452772	-0.119997025
AT3G07330	0.19020367	0.28114986	0.42699432	0.29577255	-0.16533947	-0.16101456	-0.010055542	0.39493084	-0.074513435	0.096619606	0.14092255	0.20681381
AT3G29570	0.21041107	1.3463821	-0.023031235	1.4648814	-0.470829	-1.2117643	-0.116960526	0.36163235	-0.07810211	3.5065517	0.6180992	0.40309048
AT5G43940	0.3546934	0.4642334	0.24732113	0.2893734	-0.25689983	-0.09248066	-0.35142517	-0.30038548	0.34229755	0.5956392	0.31045914	0.47248173
AT2G14282	0.12836933	1.014183	-0.2232523	1.257576	4.634176	-0.0907917	-0.03796482	1.7374763	1.2967968	2.5285735	0.55981636	0.15047169
AT5G39430	0	0.92651796	-0.27341843	1.1968489	0.56498384	0.8091407	-0.30994606	0.31791687	-0.2971325	-0.42001247	0.38239193	0.25105286
AT3G12750	0.63906956	0.57476807	0.47886467	0.49900913	0	-0.107512474	-0.1300106	-0.2578783	0.56467533	0.85784626	0.5552101	0.6109419
AT3G24600	-0.03762436	0.8335018	-0.39411545	1.1565342	-0.83598614	-1.1721554	-0.5432434	-0.00188446	-0.42162132	-0.50266457	0.5823574	0
AT1G67800	0.48614788	0.5064964	-0.112532616	0.22149467	-0.59768295	-0.29185772	-0.25024986	-0.16364574	0.051112175	0.6716614	-0.3583479	0.010258675
AT4G18197	0.035957336	-0.003372192	-0.032478333	0.27799797	0.07975483	0.25376892	0.38694668	0.3272028	-0.12612724	0	0.44347668	0.64467525
AT5G40830	0.33752346	0.50030804	0.39449024	0.4406109	0.1854496	0.07435322	0.13422108	0.05316353	-0.034703255	0.14040756	-0.2258482	-0.07732582
AT5G28780	0.23283291	1.1937861	-0.03064251	1.528058	-0.49405098	-0.72202396	0.6541681	0.33544064	0.7690096	-0.14161396	0.62403107	0.35709667
AT3G56010	0.41869736	0.49410343	0.6328125	0.5423584	-0.27082348	-0.26433372	-0.31153965	-0.006551743	0.56921864	0.16620731	0.45032978	0.36579514
AT5G05120	-0.10606861	0.88694	1.0870047	2.148499	-0.7809143	-1.0746288	-0.46227932	0	-0.46396923	-0.58917236	0.26630402	1.3449287
AT2G18750	0.20253468	0.38338375	0.40276623	0.45387745	-0.09145737	-0.24296951	-0.17732525	-0.35550117	0.088080406	-0.026153564	-0.23362541	-0.2901106
AT3G20030	0.29479218	1.3334732	0.061217308	1.4989753	-0.3344574	-1.2577581	-0.08788586	0.38484192	0	-0.31426144	0.7369709	0.4342556
AT3G51450	-0.88183594	-0.7327452	-0.040769577	1.2023683	-0.112624645	-0.074523926	-0.1121912	-0.20456266	0.031864166	0.097997665	-0.3298998	0.71139526
AT2G28550	0.30691624	0.39679718	0.24800968	0.04002571	-0.101750374	0.14784813	0.10664749	0.031458855	-0.21345901	-0.23634148	-0.5586195	-0.3676386
AT4G33660	0.48592758	0.33784103	0.7131443	0.67846394	-0.42354298	-0.45403862	-0.20877838	0	0.66609	0.37300968	1.2173128	0.890069
AT2G40340	0.67981434	0.39832115	0.45473576	0.42213154	0.17654991	0.004322052	-0.2573676	-0.68961906	0.20430088	0.21479511	0.26652002	0
AT5G65800	0.635468	-0.42363453	0.5516896	-0.23727131	2.607245	2.888269	2.517321	1.7032728	0.36579227	-0.14261389	-1.106575	-0.67697525
AT5G07810	0.3189354	0.59073114	0.53842497	0.14947367	-0.41040802	-0.50369835	-0.53735924	-0.08651829	0.37701273	0.48148584	-0.13690853	0
AT5G59160	0.17024994	0.33095646	0.35738373	0.2988453	-0.12196255	-0.09036827	-0.009922028	-0.032155037	-0.08382702	0.20175266	0	0.33862305
AT4G28730	0.5151329	0.44524002	0.46453	0.33622456	-0.16883278	-0.16929531	-0.28558445	-0.09338951	0.90847015	0.47558498	0.6117649	0.5632162
AT3G32180	0.3338108	1.3282881	0.09242439	1.519074	-0.13078308	-1.1556416	-0.037564278	0.5314789	0	-0.26563072	0.7801266	0.5628576
AT2G38330	0.6717415	0.55499935	0.5498438	0.30483437	0	-0.03128624	-0.17669582	-0.14782143	0.53452206	0.4182186	0.34242916	0.3574438
AT1G71690	-0.5434952	4.1710763	0.06896496	0.78376293	-0.69408417	0.4844122	0.19925117	-0.33756733	-0.93088627	0.35303926	-0.2925825	-0.39461422
AT5G22610	0.010562897	0.12940025	0.19463062	0.4746456	-0.5920582	-0.6788063	1.417315	0.43521738	-1.8373241	-1.9648056	0.3531828	0.6623759
AT1G62980	-0.08050156	0.82298946	-0.38907814	1.1967807	-0.8536463	0.33417702	-0.5757599	0.98441696	0.2337141	0.21214104	0.2715397	0
AT1G51390	0.42123508	0.43800735	0.28204823	0.35953522	-0.32495117	-0.2780447	-0.3388567	0	0.5353422	0.3021326	0.2954626	0.31720543
AT4G36560	0.350482	1.2908716	0.027702332	1.4617758	-0.37505054	-0.94384956	-0.008519173	0.550663	-0.042438507	-0.34543514	0.6891508	0.5102215
AT1G21970	0.55183077	0.29458475	2.093832	-0.43229103	0.41165113	0.16047859	-0.30921078	-0.6131916	0.54479694	0.17639637	1.6343341	-0.23441696
AT3G50610	0.15179348	1.2183027	-0.086128235	1.366715	-0.5264368	-0.9401369	-0.24534512	0.2098856	-0.11477375	-0.08584499	0.5690632	0.21051311
AT4G29130	0.513834	0.51397514	0.32859802	0.18135834	-0.018616676	0.000598	-0.13772964	-0.19602394	0.55817604	0.3557825	-0.009263992	-0.12378979
AT3G09990	0.07805443	1.0157113	-0.116493225	1.2098036	-0.6517	-0.7271099	-0.28534603	0.60405636	-0.2819023	-0.45721912	0.841609	0.34548855
AT2G30340	-0.28692293	0.26486397	0.1434207	-0.07331276	0.08892155	0.17626572	0.2365799	-0.36301756	0.11194134	0.23007679	0	0.1980443
AT5G05370	0.16780758	0.086112976	0.1300993	0.14490414	-0.275465	-0.16843605	-0.1258421	0.008947372	0.37076283	0.05512619	0.19033146	0.40998745
AT3G29720	1.8933215	0.9852786	-0.23226738	-0.5157957	0.5681691	0.59813786	-0.858747	-0.74853754	1.6407866	0.70876074	-0.33396578	-1.3640494
AT5G05730	0.19713116	0.24551582	0.1459074	0.090353966	-0.27915573	-0.13343716	-0.055913925	0.033633232	-0.21004772	0	-0.28572273	-0.024721146
AT5G25530	0.21999359	0.7644396	-0.45277786	0.9985032	0.18151665	-0.069153786	-0.49519062	0.011283875	-0.49996662	-0.6283703	0.19733524	0.08016777
AT5G26060	0.7277403	1.3147907	0.018128395	1.4625921	-0.32472515	-0.91729736	0	0.3866806	-0.030737877	-0.35321236	0.7050028	0.46065235
AT1G15620	0.4729929	1.0017958	-0.10498142	1.243557	-0.27116013	-0.48865604	0.7050829	0.2871666	-0.017746925	-0.5138817	0.49791908	0.28870392
AT5G39010	0.3282776	1.8060141	0	3.887309	-0.48588467	-0.026323318	-0.2100029	0.3853054	-0.04558468	-0.30658722	0.6022396	1.409647
AT5G63050	0.5550575	0.54076195	0.71704197	0.55148315	-0.05039406	-0.04737568	-0.12220669	0.106054306	-0.036025047	0.11343002	0.11142254	0.061997414
AT3G51260	0.2506609	0.28699493	0.29219818	0.27681065	-0.24448109	-0.38092613	-0.17317867	-0.17554665	0.25748444	0.04458809	0.08485985	0.23011112
AT5G32470	0.23194027	0.3590746	0.2694378	0.27607155	-0.009420395	0.13650703	-0.043647766	0.030197144	-0.19020748	-0.07081795	-0.19031334	-0.21986198
AT3G44210	0.27268314	1.2142553	-0.003599167	1.418272	1.9451189	-1.1853161	-0.13798141	0.7011242	-0.10324192	-0.26200104	0.6796961	0.533618
AT5G35770	0.17544746	1.0505114	0.6558466	1.3582363	-0.60974216	-1.3467073	0.51109123	3.047041	2.618331	0.30825233	0.4597683	0.2199192
AT5G51830	0.174366	0.19604778	0	0.1970768	-0.42904282	-0.42534828	-0.28357983	-0.3836155	0.006053925	0.36818123	0.09872913	0.2002039
AT3G26310	0.63224983	0.7054634	0.5185003	0.33441877	0.13026237	0.14001846	-0.010068417	-0.3855548	0.2182703	0.41161728	-0.21682358	-0.32567883
AT3G43400	-0.5420389	0.43101597	0.26577806	0.68149805	0.50304604	0.6400943	-0.9408407	-0.24889469	-0.72104836	-1.0234985	-0.20855618	-0.462965
AT3G53640	0.046352386	1.01931	-0.20333385	2.484725	-0.044137	-0.44313717	-0.46220875	0.16703129	-0.27899456	-0.57563686	0.4051504	0.46965218
AT5G48300	0.2982874	0.24930668	0.28315544	0.2690134	-0.36134434	-0.39316463	-0.424222	-0.26321793	0.35555553	0.31548977	0.30780602	0.31979847
AT1G70949	0.30643082	1.2304792	0	1.4072971	-0.49656773	-1.1130943	-0.054860115	0.99900246	-0.04942417	-0.25007248	0.67333794	0.5079222
AT1G17345	0.35662365	1.259203	0.019228935	1.4445639	-0.44471264	-1.1998653	-0.14303398	0.36738968	5.3648996	-0.33005238	0.56224346	0.38455677
AT3G46820	0.23785019	0.3534155	0.3834629	0.30577564	-0.01204586	-0.08748627	-0.08537102	0.10396004	-0.25742626	0	-0.14970112	-0.051568985
AT2G42210	0.2772274	0.296731	0.46617317	0.43674183	-0.30426216	-0.100681305	-0.20932484	-0.005689621	0.24813175	0.010118485	0.40911388	0.47611237
AT1G03240	0.58816147	0.8008833	-0.4192772	1.0162973	-0.6220226	-0.2557602	-0.49183464	0.5681257	-0.49508858	-0.611701	0.299325	0.16122913
AT4G32000	0.3989153	0.5863056	0.5445337	0.4491663	-0.08269596	-0.14035797	-0.26805782	-0.31672287	0.6864481	0.71066	0.21802998	0.027432442
AT3G25270	0.26448917	1.1330824	-0.05099964	1.3901377	-0.44617653	-1.1794176	-0.08424854	1.270288	-0.08464241	-0.22169495	1.2768431	0.36734486
AT3G47833	0.04589176	0.06760216	0.23359203	0.4314108	-0.26186562	-0.4132681	-0.14872551	-0.14680958	0.19077206	0	0.20455647	0.24139404
AT5G15890	-0.8435602	0.07803631	-0.10231018	1.7799711	-1.6170597	-0.47731686	0.7685027	0	-0.9742441	-0.86698055	1.2133851	1.3466406
AT4G32342	0.26402664	1.0112314	-0.24512863	1.2077146	-0.69232655	-0.20975113	0.84430695	0.08734608	0.7502103	2.485767	0.20070839	0.18809319
AT1G48730	-0.6460562	0.42940378	0.27647877	0.56258297	1.0965891	0.07360315	0.29485178	0.026359558	-0.973341	-0.44445038	0.91931725	5.5648484
AT5G63660	0.37036276	-0.76543427	0.79846954	0.69099474	0.279469	0.14068079	0.37537003	0.08248329	-1.1778955	0.038286686	0.54528904	0.5581608
AT1G69930	-0.4035368	0.5234394	-0.7031212	0.7183018	2.8272524	2.8353972	5.066508	4.273245	-0.7968149	-0.9596262	-0.04645729	-0.18132877
AT1G13170	0.3110876	0.4392643	0.3792181	0.37705326	-0.17430115	-0.14537334	-0.1998434	-0.13454914	0.42068672	0.36675072	0.26559067	0.2361126
AT3G15690	0.37176704	0.39374065	0.25926113	0.24549007	-0.27107334	-0.16377354	-0.34585094	-0.044615746	0.12276173	0.2643757	0.14003086	0.13527775
AT5G43970	0.4710636	0.3827877	0.53690815	0.41043568	-0.35336685	-0.33800983	-0.18176365	0.056726456	0.52078056	0.09496117	0.39296913	0.38368607
AT1G72980	-0.3859825	0.6385765	0.9700861	0.84059334	-0.69352245	0.15088272	0.5720949	0.19151735	-0.7087641	-0.8443546	-0.00686264	-0.25397015
AT2G18840	0.25425625	0.15571308	0.25942326	0.31163788	-0.52546406	-0.44589138	-0.33184814	0.40848255	0.3216009	-0.038778305	0.19168854	0.07211304
AT1G61270	0.08467102	1.0066977	-0.22702217	1.1856899	2.2400527	0.93601894	-0.16840935	2.575471	0.14368534	-0.5429535	0.8941784	0.22233486
AT5G38030	0.17543602	1.2942924	-0.048645973	1.4278822	-0.46069527	-1.2243757	-0.1523447	0.3131466	-0.13176441	0.2485199	0.60097885	0.41870022
AT4G19860	0.09340191	0.14235497	0.088908195	0.14990997	-0.37588596	-0.41094208	-0.69078064	-0.7925186	0.23892784	0.18339825	0.03868389	0.01282692
AT3G62390	0.3009367	0.44627285	0.33432388	0.21768856	0.023459435	-0.028978348	-0.007324219	0.003578186	0.33660793	0.26132488	0.43859577	0.21281338
AT1G52130	0.09952927	0.52352667	0.45804787	0.6841278	-0.41831398	0.7493162	0	-0.41985512	0.15012741	0.26199818	-0.18218136	-0.43536663
AT5G14280	0.38578796	0.1605053	0.4035406	0.4947977	-0.42247868	-0.28149223	-0.06969929	-1.197309	0.34538078	0.02722168	0.4050417	0.33854294
AT1G48400	0.2505808	1.2991018	0.048610687	1.3635464	-0.38531208	-0.5014696	-0.118183136	0.37572193	-0.08025265	-0.29419613	0.5201187	0.48010826
AT4G30260	0.5079012	0.4488926	0.19701862	0.09389782	-0.2364626	-0.21907234	-0.43546486	-0.20327282	0.097904205	0.39017963	0.08362579	0.34470177
AT4G28706	0.41638565	0.6412296	0.21523571	0.19000721	-0.123187065	-0.050060272	-0.16683674	-0.35257816	0.27562332	0.3459959	0.040620804	0.08174133
AT2G22640	0.20081806	0.22889614	0.53159523	0.40459633	-0.18728638	-0.27692032	-0.21477795	0.19865227	0.38686657	0	0.42250538	0.39415932
AT1G63390	0.50489473	0.3645563	0.2767315	0.31946802	-0.10968161	-0.073606014	-0.34804106	-0.19676352	-0.19939613	0.48148966	0.15386057	0.20374203
AT1G15530	0.60099316	0.65818405	0.332232	0.25611305	-0.011003494	0.28855896	-0.18627596	-0.06325102	0	0.49284172	-0.04685068	-0.012626171
AT2G31170	0.33327866	0.433712	0.44806862	0.4026308	-0.12574768	0.09723377	-0.20141792	-0.13954163	-0.17448997	0.14288616	0.06887913	0.006028175
AT1G47495	-0.11013985	0.8495426	0.51664543	1.0203915	0.62519264	0.79469776	0.5931535	-0.06318283	-0.5405178	-0.45548916	0.20824242	0
AT2G35260	0.55860233	0.50590324	0.6264992	0.6036663	-0.09089661	-0.12280846	-0.26867867	-0.25308132	0.57421494	0.37765598	0.7498627	0.48498058
AT1G07780	0.510767	0.59848785	0.50109863	0.5374079	-0.6488476	-0.57761955	-0.47211742	-0.33421803	0.6726818	0.5761175	0.51389694	0.6554222
AT3G62020	0.38058662	0.59197617	0.6109457	0.2974701	-0.09821224	-0.45193386	-0.44021416	-0.5774164	0.9037943	0.80809975	0.69293976	0.69393826
AT5G44635	0	0.23293304	0.21175575	0.19049835	-0.08697605	-0.23391533	-0.12883091	-0.06849384	0.3322792	0.23919106	0.079182625	0.062607765
AT5G51960	0.4991045	0.37763214	0.6617632	0.5759697	-0.20233345	-0.16155338	-0.21339989	-0.024730682	0.31422234	0.18296432	0.30476952	0.3569584
AT3G33293	0	1.0489225	-0.19032097	2.7159648	-0.6200075	-1.3792896	0.41951656	0.15408897	0.5346823	-0.48352528	0.37892532	0.20784283
AT3G44870	0.5797539	-0.07467365	-1.3280697	-0.18405151	-1.1514063	-0.74994946	-0.27763844	0	0.4022398	0.86376286	0.22001553	1.3282423
AT5G36230	0.3406105	0.3306818	0.49643135	0.44944477	-0.29779243	-0.22116852	-0.024795532	-0.14807224	0.6348953	0.2702484	0.49961948	0.3804655
AT1G52940	0.22057056	1.2278099	-0.008137703	1.4190707	-0.24467087	-1.2774839	-0.15939331	0.39862347	-0.10003853	-0.37086868	0.67766	0.4428234
AT2G35170	0.1607914	0.07057667	0.16870356	0.15345621	-0.6201763	-0.50893974	-0.42988157	-0.135427	0.4148512	-0.20162058	-0.006161213	0.084346294
AT5G54145	0.3661089	0.3320694	0.5326042	0.51673603	-0.20895863	-0.16597843	0	0.36833286	0.6106911	0.45702076	0.4963789	0.5714245
AT1G33880	0.28477	2.2418432	0.0681839	1.5063381	-0.35268593	-0.64007473	-0.10588741	0.40220547	0	-0.31039238	0.7331705	0.43171215
AT1G03250	0.5391474	0.57679176	0.4074955	0.45283985	-0.012628555	-0.01854992	-0.12808895	-0.19239044	0.002953529	0.4072523	0.012442589	0.15369987
AT5G54020	0.1368208	1.0332785	-0.18105793	1.4136763	-0.6049328	-1.3628712	0.8229599	0.20420456	-0.1889925	0.347229	1.1082315	1.0894337
AT1G11750	0.64171124	0.8171282	0.5381365	0.31086445	-0.018954277	-0.022781372	-0.17657948	-0.27688408	0.3499651	0.27823544	0.011341095	0.099835396
AT5G12420	0.08236313	0	0.1450448	0.094266415	-0.7303071	-0.62916327	-0.27656698	-0.68703365	0.48773432	0.34709883	0.4911604	0.90745354
AT2G39415	-0.18245602	0.7677841	-0.4814453	1.067791	0.59115124	0.07433891	-0.60698986	-0.09599781	-0.3911867	-0.6208544	0.15078545	-0.08202362
AT3G22640	0.04937458	1.0478983	-0.1666708	1.2557731	-0.57801914	-0.82129383	-0.37142563	0.24563408	0.5160103	-0.5154972	0.50586796	0.28930855
AT5G51260	0.15671825	0.17719173	0.11219883	0.1112957	-0.32772064	-0.065205574	-0.04738617	-0.040984154	0	-0.022904396	-0.01377964	0.025606155
AT2G27720	0.2570896	0.5634041	0.56369495	0.4614315	-0.026769638	-0.013425827	-0.25057793	-0.70016193	-0.18561077	0.16919327	-0.010118485	0.43942356
AT1G06490	0.3511715	0.8119316	0.5562453	0.4716215	-0.1608057	-0.06902361	0.18368626	-0.07941675	-0.005042553	0.4313922	-0.001670837	0.14232683
AT2G43090	0.23924637	0.32007122	0.42831898	0.34249496	-0.50930595	-0.32282162	-0.31954193	-0.31496334	0.20553207	0.29298115	0.57135963	0.54254913
AT5G57170	0.60142803	0.5750704	0.5996456	0.47084045	-0.12435341	0.17760849	-0.10547829	0.13388634	0.17288876	0.40177155	0.7044916	0.7867794
AT3G21800	0.43476105	2.6895714	-0.6830511	0.058882713	0.15530586	0.31481075	-0.53524303	-0.1783123	0.3932953	0.6268959	-1.1926394	-1.2989588
AT2G44220	0.04083538	1.7186046	-0.09161854	-0.18437004	-0.8582678	-0.046401978	-0.22861433	0.22997761	0.8098669	1.1553273	0.93762875	0.94926786
AT1G11684	0.39037228	1.2916365	0.053855896	1.4882116	-0.41130733	-1.1749458	-0.122546196	0.40876198	-0.034389496	-0.29649162	0.6080742	0.42181492
AT3G05440	0.24763298	1.2128196	-0.03548336	1.4188795	-0.45230484	-1.188755	-0.13570404	0.33423996	0.4589224	-0.28654003	0.5747967	0.36385155
AT5G23035	0.006466866	0.99955463	-0.25675392	1.2001905	-0.66588783	-1.4060459	-0.3510971	0.115201	-0.35797405	2.722621	0.36905193	0.15420914
AT3G05720	-0.09121227	0.86182356	0.5159378	1.0772686	-0.70277596	0.45320272	0.41347218	-0.006168366	-0.4787674	-0.50815964	0.1850214	0.003016472
AT3G45510	-0.015281677	0.95554686	0.3617077	1.1826248	-0.7078705	-1.1031494	-0.026705742	0.07380009	-0.38159466	-0.28333092	0.34218025	0.47156334
AT2G13126	0.11046791	1.2006865	-0.06690407	1.2357035	-0.40939808	-1.2533474	-0.16887474	0.26686382	-0.31240177	-0.10683727	0.44549656	0.46826267
AT5G62623	0.3062973	1.2532735	0	1.3749332	3.435864	-1.1634684	-0.08114433	0.5780544	-0.024695396	-0.18160152	0.5025377	0.55299854
AT5G03480	0.04980755	1.1292229	-0.11477661	1.2608976	-0.57218266	-0.46434307	0.574481	0.11635685	-0.29756355	0.051546097	0.43750858	0.3158455
AT5G18870	-0.003720284	1.9210696	0.46659803	-0.5758786	0.53341055	0.3441267	0.83414555	0	-0.07989502	-0.048243523	0.08988094	-1.4517555
AT3G58290	0.397995	1.3344555	0.06669521	1.5024109	-0.33422565	-1.1249514	0.03981495	0.58601	0	-0.30903244	0.72607327	0.547225
AT3G07568	0.03924656	0.063137054	0.46272087	0.5667267	-0.42121792	-0.44096947	0	0.13969517	0.23464012	0.15127277	0.45612812	0.4562273
AT1G70400	-0.4196453	0.48428535	0.37017012	1.5365624	0.077353954	0.09451294	-0.74163055	0.6451931	-0.47041798	-0.06848192	0	0.7557554
AT2G46360	0.22581577	1.240632	0	1.4086657	-0.43020725	-1.175458	0.506093	0.35284138	-0.13422966	-0.28458118	0.5782156	0.38981724
AT1G50450	0.5517578	0.49531555	0.43990898	0.50843906	-0.025157928	-0.25112343	-0.3559723	-0.32491112	-0.08751583	0.34091377	0.10620785	0.25467014
AT4G25450	0.57485104	0.33593273	0.33486557	0.31493473	-0.08028221	0	0.1306076	0.16916943	0.18361187	0.31162834	0.07458019	0.17333317
AT5G10970	1.2181549	0.44117355	0.2335453	-0.034108162	-0.6240945	-0.5130024	-0.9077883	-0.39089155	0.84781075	1.6367702	1.0617561	1.0553446
AT1G18620	0.27694225	0.39344215	0.52506065	0.32275295	0.000585	-0.07821751	-0.15818214	-0.3965292	0.68791866	0.4421339	0.79514027	0.6092138
